title,label
"Editorial  O șansă istorică: 30 de miliarde de euro în 3 ani pentru spitale, autostrăzi, digitalizare și ecologizare",real
"Consiliul Fiscal: Atingerea ţintei de deficit bugetar în 2021, fezabilă",real
Samsung prognozează un profit peste aşteptări în primul trimestru,real
The Financial Times: India își alege o tabără în noul război rece. E o nebunie din partea Chinei să-și împingă rivalul în brațele Americii,real
"Afacerile Huawei cu operatorii de telecomunicaţii dispar, anunță șeful diplomației americane",real
Boris Johnson urmează să reducă implicarea Huawei în dezvoltarea rețelei 5G din Marea Britanie,real
Judoka Vlăduţ Simionescu a scos la licitaţie telefonul şi căştile primite cadou la Jocurile Olimpice de la Tokyo,real
"Eugen Tomac, președintele PMP: Propunem înființarea unui Minister pentru Digitalizare, Inovare și Inteligență Artificială pentru valorificarea performanțelor pe care România le are în domeniul ITC",real
Marea Britanie se pregătește să suspende tratatul de extrădare cu Hong Kong,real
Guvernul urmează să se reunească joi în şedinţă,real
"Italia: Premierul Giuseppe Conte anunță un proiect post-coronavirus pentru relansarea economiei, cu sprijinul UE",real
Peru: Nişte ţărani au ţinut captivi opt tehnicieni de teama consecinţelor instalării tehnologiei 5G,real
Huawei lansează cea mai recentă versiune a telefonului său pliabil,real
"Le Figaro: Cum trage China sforile la OMS. Etiopianul Tedros Adhanom Ghebreyesus, fost membru al Partidului Comunist Etiopian, un pion al Beijingului",real
Macedonia solicită ajutorul NATO pentru combaterea știrilor false,real
Secretarul de stat american Mike Pompeo îl acuză pe şeful OMS că a fost ''cumpărat'' de China (presă),real
"Un număr de 12 mărci de motociclete şi scutere, disponibile în Programul Rabla Moto 2020 (asociaţie)",real
"Cum văd francezii „lumea de după” criza coronavirusului: reîntoarcerea la agricultura ecologică și relocarea în Europa a producțiilor strategice, considerate prioritare în urma unei dezbateri publice cu peste 165.000 de participanți",real
"Henry Kissinger avertizează că deteriorarea relațiilor SUA-China ar putea provoca ""o catastrofă comparabilă cu Primul Război Mondial""",real
Vinovatul de serviciu: Tehnologia 5G și teoriile conspiraționiste despre coronavirus,real
Industria germană cere UE să-şi înăsprească răspunsul la practicile comerciale incorecte ale Chinei,real
AMD negociază preluarea rivalului Xilinx pentru 30 de miliarde de dolari,real
"Washingtonul acuză Beijingul că derulează un ""blitzkrieg economic"" pentru a ""depăși"" Statele Unite",real
"Raport PwC: Tehnologia 5G va avea o contribuţie de 1,3 trilioane de dolari la PIB-ul global, până în 2030",real
"UPDATE În plină criză politică, Cîțu încearcă din nou o ședință de Guvern la ora 13.00 / USR ar putea boicota din nou",real
Apple se pregăteşte să lanseze 75 de milioane de telefoane iPhone 5G în 2020,real
Director ANCOM: S-ar putea ca următoarea criză să fie una cibernetică,real
"WhatsApp a introdus cea mai strictă regulă de până acum, pentru a lupta împotriva mesajelor false",real
"Beijingul acuză Washingtonul că vrea să elimine Huawei ''prin orice mijloace'', după o atenţionare a SUA în Brazilia",real
Huawei a raportat venituri de aproape 65 miliarde de dolari în primul semestru din 2020,real
"Mike Pompeo îl acuză pe şeful OMS că a fost ""cumpărat"" de guvernul Chinei",real
"Secretarul de stat american Michael Pompeo, mesaj adresat României: „Vă dorim pace, prosperitate şi multă sănătate în anul care vine”",real
WSJ: Producţia de serie a viitoarelor telefoane iPhone amânată din cauza coronavirusului,real
"Uniunea Europeană face apel la Netflix să nu mai emită în HD, avertizând că, altfel, internetul ar putea colapsa ca urmare a numărului uriaș de oameni care se uită la filme, fiind izolați în casă din cauza coronavirusului",real
"Consiliul Fiscal: Scenariul revizuit al Guvernului pare mai optimist în raport cu evoluția economiei/ Apreciem un nivel probabil al deficitului bugetar în jur de 9,8% din PIB în 2020",real
"VIDEO Bill Gates, ţinta unor teorii ale conspiraţiei care-l fac vinovat de pandemia coronavirusului",real
5G întârzie să se dezvolte în Europa: Comisia Europeană recomandă țărilor UE să aibă o abordare comună și să evite întârzierile de acordare a licențelor 5G,real
Explozia serviciilor digitale utilizate la domiciliu alimentează temerile legate de sănătate şi de confidenţialitatea datelor (studiu EY),real
Comisia Europeană: Toate statele membre au lansat un proces de revizuire şi de consolidare a măsurilor de securitate aplicabile reţelelor 5G,real
Propunere revoluționară: Comisia Europeană vrea ca fiecare cetățean să aibă o ”carte de identitate digitală” pentru a elimina birocrația și a crește gradul de digitalizare a serviciilor,real
Twitter va eticheta postările care asociază rețelele 5G cu noul coronavirus,real
Comisia de Apărare din Parlamentul britanic anunță că are dovezi că Huawei acţionează în complicitate cu statul chinez,real
"NYT: Surprinse într-o spirală ideologică, Statele Unite și China se îndreaptă spre un Război Rece",real
"Mecanismul european de redresare: Nu există proiecte care să fie excluse din start de la finanțare, dar trebuie respectate anumite condiții / Dacă proiectele din PNRR nu sunt finalizate până la finalul anului 2026, banii vor fi returnați",real
Secretarul general al NATO: Este important ca Regatul Unit să reanalizeze rolul Chinei la reţeaua sa 5G,real
"Business report: Magazinele au avut în această perioadă vânzări mai mari decât de Crăciun, la anumite categorii de produse  Coronavirus - cum se simte un antreprenor în România, astăzi  Un gigant de lux se alătură luptei împotriva coronavirusului. Va produce dezinfectant",real
"Cum vor arăta atacurile informatice în 2021 - Urmează noi unghiuri de amenințare și modificări ale strategiei de atac, spun cei de la Kaspersky Lab",real
"Cum vrea UE să ajungă la autonomie digitală până în 2030: Cel puțin 80% dintre adulți să aibă competențe digitale de bază, identificare electronică și 5G în toate zonele populate",real
Povestea negaționistului Covid a cărui soție a murit din cauza infectării: Nu mai pot schimba trecutul. Nu fiți necugetați ca mine,real
Circa 23% dintre respondenţii din România au un telefon compatibil cu tehnologia 5G (raport),real
Donald Trump nu mai are ''aceleaşi sentimente'' faţă de Xi Jinping,real
Numărul de modele electrice și hibride plug-in aflate la vânzare în România a crescut cu 70% în șase luni,real
"Schimbările 5G printre utilizatorii de smartphone-uri din 26 de țări, inclusiv România: Unul din cinci utilizatori folosește mai puțin Wi-Fi acasă - studiu",real
"Ziua Comunicaţiilor 2021, ediţie aniversară de 25 de ani",real
"Afacerile Orange România au scăzut cu 2,1% până la 273,1 milioane euro în trimestrul trei, pe fondul vânzărilor moderate de echipamente în criza COVID-19",real
Raport EY: 8 din 10 companii din sectorul telecom regândesc planurile de transformare digitală pe fondul pandemiei,real
Statele Unite deschid un nou front cu China prin faptul că și-au reafirmat sprijinul acordat Taiwanului,real
Australia regretă ''deteriorarea inutilă'' a relaţiilor cu China,real
Călcâiul lui Ahile al Uniunii Europene în relația cu China: Germania,real
Elitele de la Davos și noul război cultural global,real
Oficiali din Guvern și SRI: Ne confruntăm cu o adevărată pandemie și în spațiul cibernetic . Ce victime au fost în România și semnalul de alarmă în privința securității 5G,real
Mediastandard.ro: Dezinformarea privind 5G și Covid s-a răspândit de două ori mai repede decât alte teorii,real
Polemică Beijing-Brazilia după acuzaţiile unui fiu al preşedintelui Bolsonaro privind spionajul cibernetic chinez,real
"În Europa, noul Drum sanitar al Mătăsii promovat de China stârnește nemulțumiri / Rusia, dezinformarea și doctrina soft power",real
Noi reguli pentru simplificarea instalării rețelelor 5G în UE: Antenele vor avea limite stricte de expunere la radiații pentru protecția sănătății,real
Business report: Unde se poate călători în primele zile din 2021. Escrocherie de peste 35.000 de euro cu oferte false de Revelion. Obiceiuri surprinzătoare la trecerea dintre ani. Cele mai aşteptate telefoane,real
"Deputatul PNL, Ovidiu Raețchi: România ar trebui să încheie contracte în sectoarele de infrastructură strategică doar cu state din spaţiul euro-atlantic, sau cu companii din state cu valori democratice",real
"Site web blocat pentru fake news: ""Black Topics"" lega apariția coronaviruslui de tehnologia 5 G",real
"Forum de securitate cibernetică, organizat joi în sistem online",real
"Germania: Vicepremierul Olaf Scholz, despre uriașul plan de ieșire din cea mai gravă recesiune postbelică: ""Vrem să ieșim în forță din criză"". Măsurile decise și o notă de optimism",real
Preşedintele CIO opinează că JO 2020 vor fi primele din a patra revoluţie industrială,real
Apple a lansat un nou iPhone ieftin pentru a creşte vânzările înaintea modelului 5G,real
"Scriitorul australian de origine chineză, Yang Hengjun, judecat în China pentru spionaj",real
''Ora Guvernului'': procedură şi cronologie,real
Livrările globale de smartphone-uri vor scădea cu aproape 12% anul acesta (IDC),real
Twitter a închis contul conspiraţionistului David Icke pentru ''încălcarea regulilor privind dezinformarea COVID'',real
UE vrea să cambată teoriile conspiraționiste despre o legătură între 5G şi răspândirea COVID-19,real
La GoTech World 2020: The new reality. Digi aduce oferte pentru clienții corporate și prezentări inedite în secțiunile tematice,real
"​O noua strategie de securitate cibernetică a UE: Reducerea expunerii față de furnizorii 5G cu grad ridicat de risc, un scut bazat pe Inteligența Artificială și rolul centrului de la București",real
Trump este supărat pe China şi nu mai consideră important acordul comercial,real
"BBC Mundo: Impactul economic al epidemiei de coronavirus este evident, dar e imposibil de ştiut cât se va extinde",real
Franţa: Emmanuel Macron se întâlneşte vineri cu şeful diplomaţiei chineze,real
"5G A FOST ADEVĂRATUL CRIMINAL ÎN WUHAN, PRIMUL „SMART CITY” DIN CHINA",fake
Vaccinurile omoară mai mulți oameni decât COVID. STUDII,fake
NUCLEARA: Răzvan Dumitrescu dă în vileag - mistificarea Pandemiei aparține OMS ,fake
"„Bătrânii trăiesc prea mult și este un risc pentru economia globală, trebuie făcut ceva”",fake
Informația care aruncă totul în aer: Coronavirusul a fost o alarmă falsă globală,fake
Studiu: Utilizarea măștii pe termen lung poate contribui la stadiul avansat al cancerului pulmonar,fake
ISTERIA CORONAVIRUSULUI: PRETEXT PENTRU LEGI ABUZIVE ȘI LIMITAREA DREPTURILOR OMULUI  Citeşte mai mult pe aparatorul.md: Isteria CORONAVIRUSULUI: Pretext pentru legi abuzive și limitarea drepturilor omului https://www.aparatorul.md/isteria-coronavirusului-pretext-pentru-legi-abuzive-si-limitarea-drepturilor-omului/,fake
"Miliardarul Microsoft, Bill Gates - 64 de ani - a fost arestat astăzi, 12.mai 2020, de FBI sub acuzația de terorism biologic.",fake
ONU folosește fondurile destinate coronavirusului pentru promovarea avortului,fake
Coronavirus prevestit din 1981 în cartea scrisă de un evreu așkenazi,fake
"NU E VIRUS, E OTRĂVIRE (chimică sau electromagnetică)",fake
"PREŞEDINTELE FRANŢEI VICTIMĂ A PURTĂRII MĂȘTII DE PROTECȚIE: S-A OPRIT DINTR-UN DISCURS, ACUZÎND CĂ SE SUFOCĂ",fake
62 de cazuri rare de cheaguri de sânge la creier cauzate de vaccinul AstraZeneca sunt în investigare,fake
Gates Foundation Honoree:„Scapă de toți albii” pentru a crește rata vaccinării,fake
Cazurile de COVID-19 s-au înmulțit după introducerea obligativității măștilor,fake
Nikita Mihalkov – Bill Gates urmărește microciparea populației!,fake
402 decese survenite în urma vaccinării anti-Covid au fost înregistrate în Marea Britanie până în 14 februarie prin sistemul național de raportare YellowCard,fake
Virusul ticăloșiei,fake
Vaticanul Roșu: Papa cere folosirea pandemiei de COVID pentru impunerea unei Noi Ordini Mondiale,fake
"Veste devastatoare pentru lumea televiziunii. Toni Grecu este internat în spital, bolnav de COVID-19",fake
Deficitul de vaccinuri determină UE să se uite spre Sputnik V,fake
O jumătate de milion de rechini uciși pentru a fabrica vaccinul anti-Covid,fake
Un nou tip de coronavirus a fost descoperit în Anglia. Este o mutație a Covid-19 și e rezistent împotriva vaccinurilor,fake
"MIT SPULBERAT: Masca și distanțarea socială contestate de cel mai important Institut de Tehnologie din lume, MIT",fake
"Bill Gates, stăpânul vaccinurilor. El e sforarul din spatele Organizației Mondiale a Sănătății?",fake
Covid-21: Mutația programată a virusului care va servi la implementarea Marii Resetări a Noii Ordini Mondiale,fake
Realismul spontan din artă a învins pandemia de coronavirus,fake
Medicul Rafila:”Coroavirusul nu există”. Declarația care produce stupoare în România,fake
"Coronavirusul este pretextul pentru fuziunea identității noastre fizice, digitale și biologice",fake
Nu vă dați acordul pentru măști! S-au detectat probleme grave de contaminare,fake
"– Campanie masivă din martie , planificată împotriva idiocrației globale –",fake
"Vaccinul Covid continuă să ucidă. În Germania, zece persoane au murit la scurt timp după vaccinare",fake
"Romania nu a primit doze din lotul de vaccin AstraZeneca cu suspiciuni. Valeriu Gheorghita: ""Peste 200.000 de persoane vaccinate, fara reactii adverse deosebite""",real
"NU MAI ȚINE, LĂSAȚI…",fake
"Doctor Patolog canadian de top, declară Coronavirusul „cea mai mare farsă din istorie”",fake
Controlul total asupra omenirii,fake
"MEDICINA TRADIȚIONALĂ ȘI MEDICINA ALTERNATIVĂ, ÎMPREUNĂ ÎN LUPTA CU COVID-19: ASTĂZI DESPRE ULEIUL DE OREGANO ",fake
Tratament sigur împotriva Covid 19 recompensat cu Premiul Nobel,fake
"Lui Robert F Kennedy Jr, nepotul președintelui JFK. i-a fost șters contul de Instagram cu 800.000 de urmăritori pentru că a chestionat narativa oficială despre Covid și a avertizat asupra pericolelor vaccinurilor",fake
Profesorul Streinu Cercel: Spirtul nu folosește la nimic,real
Cercetătorii au descoperit molecula naturală care ucide coronavirusul. Se găsește în mere sau ceapă,fake
George Soros finanțează un laborator de virusologie din Wuhan. Adresa: 666 Gaoxin Road!,fake
"Interzis la rugăciune! Directorul unei instituţii publice, demis din cauză că a cerut ajutorul lui Dumnezeu împotriva epidemiei de coronavirus",fake
Revista TIME. Melinda Gates: „Negrii vor fi primii vaccinați”,fake
Nelu Tătaru renunţă la arestarea asimptomaticilor de frica lui Renate Weber,fake
"România, PE DOS: NICI ministrul Sănătății NU se vaccinează printre primii: NU sunt categorie privilegiată",fake
"Carte din 2008: “În jurul anului 2020, o boală severă asemănătoare cu pneumonia se va împrăştia pe tot Globul, atacând plămânii şi bronhiile şi rezistând la toate tratamentele cunoscute. La fel de uluitor ca apariţia în sine a bolii va fi faptul că va dispărea la fel de repede cum îşi va face apariţia, va recidiva după 10 ani, apoi va dispărea definitiv.”",fake
Sadism medical: Țesut de la fetuşi avortaţi este utilizat în mod obișnuit în vaccinurile împotriva coronavirusului pentru a „codifica” proteinele spike,fake
"Se instituie o nouă STARE de URGENȚĂ, prin noile restricții aprobate de guvern",fake
Bill Gates controlează statisticile mondiale despre Coronavirus și totodată recomandă cartea: „Cum să minți folosind statisticile”,fake
Guvernul Wuhannis umflă cifrele „infectaților” de covid-19 pentru a primi cele 33 miliarde de euro din partea UE,fake
COVID-19 MRNA nu sunt vaccinuri din punct de vedere legal – sunt terapii genetice experimentale,fake
MOARTEA DUPĂ VACCIN: De ce Valeriu Gheorghiță este un MINCINOS CRONIC care ar trebui demis urgent din funcție. DOVADA: Vaccinul MODERNA a provocat deces prin CEDAREA ORGANELOR ca în cazul profesoarei de la Oradea chiar în faza de TESTARE,fake
"ODATĂ VACCINAT, EȘTI IREVERSIBIL MODIFICAT GENETIC PRIN PARTICULE SINTETICE ȘI, MAXIMĂ ATENȚIE: VEI AVEA PROPRIETARI. (VIDEO)",fake
Nu acceptati termometrul cu laser pentru frunte! Mare atentie!,fake
MASCA – ANTENA CARE NE VA BOMBARDA CU RADIAȚII CREIERII,fake
"Nu există nicio dovadă științifică care să demonstreze că restricțiile, măștile, distanțarea fizică și vaccinarea opresc plandemia Covid-19. Plandemia continuă, caci întreaga plandemie are la bază testele RT-PCR. Covid-19 este o plandemie a testelor RT-PCR. Covid-19 este o fraudă globală! Singura cale este imunizarea colectivă naturală, dar globaliștii sunt împotriva acestei imunizări, deoarece Industria Farmaceutică pierde mulți bani",fake
"Coronavirusul, ucis de POLIDIN!",fake
"Alertă medicală! ARN-ul mesager chiar poate schimba ADN-ul uman. Vaccinul ARN mesager, inamicul tăcut al celulelor imunitare",fake
"Într-un document oficial al Băncii Mondiale, ni se spune că un program strategic de răspuns la pandemia de Covid-2019 se va sfârşi în… martie 2025. Atunci se va termina şi pandemia!?",fake
MILIOANE DE ROMÂNI SUNT IRADIAȚI ZILNIC CU OCAZIA TRIAJULUI EPIDEMIOLOGIC?!,fake
https://sputnik.md/health/20210404/34243626/Cercetatori-Germania-descoperit-substante-chimice-periculoase-masti.html,fake
Eugenistii care ne vor vaccina (II),fake
Bill Gates admite: minim 700.000 de oameni vor fi răniți sau uciși de vaccinurile împotriva coronavirusului,fake
Vaccinarea obligatorie! Dictatura BigPharma s-a declanșat,fake
Cultivarea fobiei de microbi a început mai demult,fake
"România, oficial: peste 8.000 de români vaccinați s-au îmbolnăvit… de Covid",fake
"Covid-19, un clasic model de manipulare la nivel global",fake
MEDICII din România NU VOR SĂ SE VACCINEZE ANTI-COVID 19!,fake
RĂSPÂNDIȚI: Organizația Mondială a Sănătății confirmă prin statistici că virusul COVID nu este mai periculos decât gripa obișnuită,fake
Florin Cîțu vrea politizarea bisericii: “Biserica TREBUIE să facă campanie pro vaccinare”,fake
"ONU, sub controlul lui Bill Gates",fake
"Statele Unite aprobă utilizarea IVERMECTINEI împotriva Covid. Medicul Ion Alexie din Las Vegas: „Mulți o vor alege, în locul vaccinării”. Franța dezbate chiar acum",fake
"„Gates se folosește de pandemie pentru vaccinarea populației și pentru a implanta micro-cipuri în populație” – Roger Stone, consultant al lui Trump",fake
Asociația Medicală din Tokyo recomandă administrarea ivermectinei pentru tratarea Covid19,fake
Nostradamus a prezis epidemia de coronavirus? Iată ce previziuni a făcut acesta,fake
O nouă teorie privind originea epidemiei – Coronavirusul a fost produs în Franța!,fake
UPDATE! ÎNCĂ DOI ROMÂNI UCIȘI DE VACCIN. Un profesor de 45 de ani din Argeș și un bărbat de 46 de ani din Tg. Jiu au murit la nici 24 de ore după ce s-au vaccinat cu PFIZER / BioNTech. BILANȚUL NEGRU înregistrat de ACTIVENEWS,fake
Marele Plan de depopulare planetară al globaliștilor dezvăluit!,fake
Ni se mai coace ceva: oprirea internetului,fake
"Un preot italian a murit de coronavirus, după ce a cedat aparatul său de ventilare a plămânilor unui pacient mai tânăr",fake
"Vaccinarea cu Pfizer dezvoltă și temuta boală Zona Zoster, chiar și la cei tineri",fake
Rafila confirmă că vaccinul anti-Covid modifică ADN-ul,fake
VIRUSUL DATORIILOR – O SOLUTIE CONVINGATOARE LA PROBLEMELE ECONOMICE GLOBALE,fake
"Ivermectina, medicamentul miraculos împotriva Covid-19 pe care dacă îl iei, nu te îmbolnăvești – potrivit dr. Pierre Kory, președintele FLCCC Alliance",fake
"Impunerea purtării măștilor, chipurile pentru reducerea contaminării cu Covid 19, este o crimă împotriva Umanității și un abuz împotriva copiilor",fake
Colonelul Kvachkov: „Coronavirusul este o OPERATIUNE TERORISTA pentru a prelua controlul asupra umanității”,fake
Bill Gates are patentul vaccinului pentru virusul mortal de la Wuhan! Se așteaptă 60 de milioane de morți!,fake
"Toată lumea va testa pozitiv, 5G Telstra îmbunătățește Covid – dovezi concludente Exosome",fake
Acuzații grave: Guvernul italian umflă NUMĂRUL MORȚILOR!,fake
Medicii din Moldova refuză să se vaccineze împotriva COVID-19 ,fake
Eugenistii care ne vor vaccina (I),fake
"LĂUDAT de Iohannis pentru gestionarea pandemiei, Guvernul Orban bagă farmaciile ÎN FALIMENT: banii pe medicamente NU se decontează",fake
Anette Lillinger: „Vaccinul promițător” anti-covid – o manipulare genetică interzisă!,fake
ITALIA: AUTOPSIILE ARATĂ CĂ PROTOCOALELE OMS AU FOST FATALE PENTRU BOLNAVII DE CORONAVIRUS,fake
DOCUMENT FEDERAL CONFIRMĂ: CORONA ESTE O FALSĂ PANDEMIE,fake
OMS schimbă pe furiș definiția imunității de turmă,fake
"Coronavirusul, conceput în laborator ca o armă biologică de distrugere în masă",fake
Corona și covid-19 – coincidențe sau simbolism ocult?,fake
Covid-19 chiar există! L-a patentat Bill Gates în 2015: documente și legături,fake
Bill Gates vrea ca vaccinul anti-coronavirus să intre în schema de vaccinare a nou-născuților. Țările sărace trebuie să aibă prioritate,fake
OMS spune că a greșit! VARIANTA SUEDIEI ESTE CEA MAI BUNĂ ÎN LUPTA CU COVID-19,fake
"Covid-19 se tratează cu medicamente de 25 de dolari! Interesele Big Pharma, spulberate de Donald Trump.",fake
"OMS AFIRMĂ CĂ DISTANȚA SOCIALĂ COVID 19, BLOCAREA, VACCINURILE SUNT ACUM INUTILE",fake
OAMENII NU MOR DIN CAUZA CORONAVIRUSULUI: VORBEȘTE ȘTIINȚA,fake
"ESTE DOAR O MASCĂ” SE VA TRANSFORMA ÎN „ESTE DOAR UN VACCIN”, ÎN SCURT TIMP",fake
Masturbarea te scapă de infecţia cu coronavirus,fake
Studiul arată cum măștile dăunează copiilor,fake
Elitele care au instaurat deja Noua Ordine Mondială pregătesc terenul: cine nu se vaccinează va fi exclus social!,fake
Ghimbir contra covid 19,fake
"Abandonată de România, Maia Sandu se aruncă în brațele Rusiei: Negociază un acces mai rapid la vaccinul Sputnik V",fake
"Proteste masive în toată țara, presa a minimalizat mișcarea protestatară și au subapreciat numărul participanților.",fake
Urmăriți-l pe Bill Gates recunoscând că investiția sa de 10 miliarde de dolari în vaccinuri i-a adus 200 de miliarde de dolari,fake
"Raport german: Coronavirusul, alarmă falsă!",fake
Purtarea obligatorie a măștii este terorismul tăcut destinat supunerii psihologice,fake
„Viața în 2022” ne-a fost creionată în 1962. Așa va arăta lumea în „noua normalitate”?,fake
EXCLUSIV: Vaccinarea obligatorie se va face la ordinul ministrului Sănătății cu recomandarea OMS. Amenzi de până la 10 mii de lei,fake
Maia Sandu a ignorat carantina și a mers la o instituție medicală din Fălești,fake
"NY Times scrie că „Marea Resetare” e o „teorie a conspirației” chiar în ziua în care Forumul Economic Mondial o celebrează. John Kerry, omul lui Obama: ""E nevoie de Marea Resetare pentru a opri creșterea populismului naționalist""",fake
Trump: „99% din cazurile de Covid-19 sunt total inofensive.”,fake
1 Milion de români cu sindromul Stockholm,fake
"În Italia, nimeni nu mai respectă recomandările privind distanțarea socială",fake
VACCINUL COVID VA CREA DEFECTE GENETICE IREVERSIBILE precum sindromul Down,fake
AVERTISMENTUL unui medic: care sunt ALIMENTELE care fac VICTIME sigure în fața coronavirusului,fake
"OMS, lobby pentru instaurarea Noii Ordini Mondiale! Declarații halucinante făcute de directorul Tedros Ghebreyesus",fake
Celebra Revistă NATURE susține că pentru a realiza vaccinuri anti – covid se utilizează celule recoltate în anul 1951 de la o persoană care decedase de cancer,fake
"Marcel Pavel NU are Covid-19, ci este folosit de autorități pentru a isteriza și mai mult populația",fake
"Interesant: Covidul are o vibrație de 5,5 Hz si moare la 25,5 Hz",fake
Dr Fauci nu crede în eficacitatea totală a vaccinului: Purtați mască și după,real
De ce este necesar să fie evitat acest vaccin antiCovid. Mesajul lui Robert F. Kennedy Jr.,fake
"Congresul American: Proiect de Lege nr.6666 pentru testarea Covid-19, urmărirea contactelor dintre persoane și multe altele",fake
"Masca medicală obligatorie este „fake news” de gradul I. Măștile sunt inutile, potrivit medicilor independenți* și oameniilor de știință din domeniul sănătății.",fake
Nici guvernele nu mai cred în cacealmaua cu Covid-19,fake
Slugilor lui SOROS le stă POLIDINUL în gât,fake
"Biil Gates nu ne dă nicio șansă, decât dacă ne vaccinăm în masă! Cât de evident mai poate fi scopul pentru care au eliberat din laborator acest virus?",fake
AUTORITĂŢILE UCRAINENE DECLARĂ CĂ A PARTICIPA LA LITURGHIA ORTODOXĂ E O “DISTRACŢIE” DE CARE TE POŢI LIPSI,fake
Cifrele demostrează că modelul suedez rămâne cel mai bun,fake
Vaccinurile omoară mai mulți oameni decât COVID. STUDII,fake
Oameni de știință de la OMS afirmă că nu există „nicio dovadă” că vaccinurile împiedică circulația covid-19,fake
"Abuziva vaccinare obligatorie, dictatură și teroare",fake
Arafat recunoaște că doar vaccinarea obligatorie va aduce situația la normal,fake
"Declaratie OMS: COVID-19 nu se răspândeste prin purtătorii asimptomatici, iar măstile si distantarea socială sunt inutile",fake
Opriți imediat testarea C0VID: Atât testele PCR cât și testele rapide pot cauza cancer!!,fake
"Poliția și jandarmeria ne amendează după ritualuri masonice: întâi au dat 222 de amenzi, azi anunță 444 de amenzi",fake
5G poate declanșa viruși tip Coronavirus la nivel celular,fake
COVID-19: ATENȚIE! VACCINAREA ÎNSEAMNĂ CIPARE!,fake
